03.1.31,0,2772,0,0,10000001,17,0
03.2.28,0,2772,22.02410959,0,10000001,17,1
03.3.31,0,2772,24.30246575,0,10000001,17,2
03.4.30,0,2772,23.5430137,0,10000001,17,3
03.5.31,0,2772,24.30246575,0,10000001,17,4
03.6.30,0,2772,23.5430137,0,10000001,17,5
03.7.31,0,2772,24.30246575,0,10000001,17,6
03.8.31,0,2772,24.30246575,0,10000001,17,7
03.9.30,0,2772,23.5430137,0,10000001,17,8
03.10.31,0,2772,24.30246575,0,10000001,17,9
03.11.30,0,2772,23.5430137,0,10000001,17,10
03.12.31,0,2772,24.30246575,0,10000001,17,11
04.1.31,0,2772,24.30246575,0,10000001,17,12
04.2.29,0,2772,22.78356164,0,10000001,17,13
04.3.31,0,2772,24.30246575,0,10000001,17,14
04.4.30,0,2772,23.5430137,0,10000001,17,15
04.5.31,0,2772,24.30246575,0,10000001,17,16
04.6.30,2772,0,23.5430137,0,10000001,17,17
03.1.31,0,2776,0,0,10000002,4,0
03.2.28,0,2776,22.05589041,0,10000002,4,1
03.3.31,2776,0,24.33753425,27.76,10000002,4,2
03.4.30,0,0,0,0,10000002,4,3
03.5.31,0,0,0,0,10000002,4,4
03.1.31,0,2374,0,0,10000003,17,0
03.2.28,0,2374,18.86191781,0,10000003,17,1
03.3.31,0,2374,20.81315068,0,10000003,17,2
03.4.30,0,2374,20.16273973,0,10000003,17,3
03.5.31,0,2374,20.81315068,0,10000003,17,4
03.6.30,0,2374,20.16273973,0,10000003,17,5
03.7.31,0,2374,20.81315068,0,10000003,17,6
03.8.31,0,2374,20.81315068,0,10000003,17,7
03.9.30,0,2374,20.16273973,0,10000003,17,8
03.10.31,0,2374,20.81315068,0,10000003,17,9
03.11.30,0,2374,20.16273973,0,10000003,17,10
03.12.31,0,2374,20.81315068,0,10000003,17,11
04.1.31,0,2374,20.81315068,0,10000003,17,12
04.2.29,0,2374,19.51232877,0,10000003,17,13
04.3.31,0,2374,20.81315068,0,10000003,17,14
04.4.30,0,2374,20.16273973,0,10000003,17,15
04.5.31,0,2374,20.81315068,0,10000003,17,16
04.6.30,2374,0,20.16273973,0,10000003,17,17
03.1.31,0,1150,0,0,10000004,22,0
03.2.28,0,1150,9.136986301,0,10000004,22,1
03.3.31,0,1150,10.08219178,0,10000004,22,2
03.4.30,0,1150,9.767123288,0,10000004,22,3
03.5.31,0,1150,10.08219178,0,10000004,22,4
03.6.30,0,1150,9.767123288,0,10000004,22,5
03.7.31,0,1150,10.08219178,0,10000004,22,6
03.8.31,0,1150,10.08219178,0,10000004,22,7
03.9.30,0,1150,9.767123288,0,10000004,22,8
03.10.31,0,1150,10.08219178,0,10000004,22,9
03.11.30,0,1150,9.767123288,0,10000004,22,10
03.12.31,0,1150,10.08219178,0,10000004,22,11
04.1.31,0,1150,10.08219178,0,10000004,22,12
04.2.29,0,1150,9.452054795,0,10000004,22,13
04.3.31,0,1150,10.08219178,0,10000004,22,14
04.4.30,0,1150,9.767123288,0,10000004,22,15
04.5.31,0,1150,10.08219178,0,10000004,22,16
04.6.30,0,1150,9.767123288,0,10000004,22,17
04.7.31,0,1150,10.08219178,0,10000004,22,18
04.8.31,0,1150,10.08219178,0,10000004,22,19
04.9.30,0,1150,9.767123288,0,10000004,22,20
04.10.31,0,1150,10.08219178,0,10000004,22,21
04.11.30,1150,0,9.767123288,0,10000004,22,22
03.1.31,0,2061,0,0,10000005,34,0
03.2.28,0,2061,16.37506849,0,10000005,34,1
03.3.31,0,2061,18.0690411,0,10000005,34,2
03.4.30,0,2061,17.50438356,0,10000005,34,3
03.5.31,0,2061,18.0690411,0,10000005,34,4
03.6.30,0,2061,17.50438356,0,10000005,34,5
03.7.31,0,2061,18.0690411,0,10000005,34,6
03.8.31,0,2061,18.0690411,0,10000005,34,7
03.9.30,0,2061,17.50438356,0,10000005,34,8
03.10.31,0,2061,18.0690411,0,10000005,34,9
03.11.30,0,2061,17.50438356,0,10000005,34,10
03.12.31,0,2061,18.0690411,0,10000005,34,11
04.1.31,0,2061,18.0690411,0,10000005,34,12
04.2.29,0,2061,16.93972603,0,10000005,34,13
04.3.31,0,2061,18.0690411,0,10000005,34,14
04.4.30,0,2061,17.50438356,0,10000005,34,15
04.5.31,0,2061,18.0690411,0,10000005,34,16
04.6.30,0,2061,17.50438356,0,10000005,34,17
04.7.31,0,2061,18.0690411,0,10000005,34,18
04.8.31,0,2061,18.0690411,0,10000005,34,19
04.9.30,0,2061,17.50438356,0,10000005,34,20
04.10.31,0,2061,18.0690411,0,10000005,34,21
04.11.30,0,2061,17.50438356,0,10000005,34,22
04.12.31,0,2061,18.0690411,0,10000005,34,23
05.1.31,0,2061,18.0690411,0,10000005,34,24
05.2.28,0,2061,16.37506849,0,10000005,34,25
05.3.31,0,2061,18.0690411,0,10000005,34,26
05.4.30,0,2061,17.50438356,0,10000005,34,27
05.5.31,0,2061,18.0690411,0,10000005,34,28
05.6.30,0,2061,17.50438356,0,10000005,34,29
05.7.31,0,2061,18.0690411,0,10000005,34,30
05.8.31,0,2061,18.0690411,0,10000005,34,31
05.9.30,0,2061,17.50438356,0,10000005,34,32
05.10.31,0,2061,18.0690411,0,10000005,34,33
05.11.30,2061,0,17.50438356,0,10000005,34,34
03.1.31,0,2258,0,0,10000006,32,0
03.2.28,0,2258,17.94027397,0,10000006,32,1
03.3.31,0,2258,19.79616438,0,10000006,32,2
03.4.30,0,2258,19.17753425,0,10000006,32,3
03.5.31,0,2258,19.79616438,0,10000006,32,4
03.6.30,0,2258,19.17753425,0,10000006,32,5
03.7.31,0,2258,19.79616438,0,10000006,32,6
03.8.31,0,2258,19.79616438,0,10000006,32,7
03.9.30,0,2258,19.17753425,0,10000006,32,8
03.10.31,0,2258,19.79616438,0,10000006,32,9
03.11.30,0,2258,19.17753425,0,10000006,32,10
03.12.31,0,2258,19.79616438,0,10000006,32,11
04.1.31,0,2258,19.79616438,0,10000006,32,12
04.2.29,0,2258,18.55890411,0,10000006,32,13
04.3.31,0,2258,19.79616438,0,10000006,32,14
04.4.30,0,2258,19.17753425,0,10000006,32,15
04.5.31,0,2258,19.79616438,0,10000006,32,16
04.6.30,0,2258,19.17753425,0,10000006,32,17
04.7.31,0,2258,19.79616438,0,10000006,32,18
04.8.31,0,2258,19.79616438,0,10000006,32,19
04.9.30,0,2258,19.17753425,0,10000006,32,20
04.10.31,0,2258,19.79616438,0,10000006,32,21
04.11.30,0,2258,19.17753425,0,10000006,32,22
04.12.31,0,2258,19.79616438,0,10000006,32,23
05.1.31,0,2258,19.79616438,0,10000006,32,24
05.2.28,0,2258,17.94027397,0,10000006,32,25
05.3.31,0,2258,19.79616438,0,10000006,32,26
05.4.30,0,2258,19.17753425,0,10000006,32,27
05.5.31,0,2258,19.79616438,0,10000006,32,28
05.6.30,0,2258,19.17753425,0,10000006,32,29
05.7.31,0,2258,19.79616438,0,10000006,32,30
05.8.31,0,2258,19.79616438,0,10000006,32,31
05.9.30,2258,0,19.17753425,0,10000006,32,32
03.1.31,0,3412,0,0,10000007,19,0
03.2.28,0,3412,27.1090411,0,10000007,19,1
03.3.31,0,3412,29.91342466,0,10000007,19,2
03.4.30,0,3412,28.97863014,0,10000007,19,3
03.5.31,0,3412,29.91342466,0,10000007,19,4
03.6.30,0,3412,28.97863014,0,10000007,19,5
03.7.31,0,3412,29.91342466,0,10000007,19,6
